id	label
1962	human
10928	human
14416	human
14017	human
1097	human
2647	human
14919	generated
4073	human
7386	human
4084	human
19637	generated
3522	human
9888	generated
1512	human
11537	human
18261	human
1611	human
2751	generated
1624	human
3769	human
4045	generated
812	human
5945	human
12408	human
12058	generated
5584	human
11369	generated
7324	human
10534	human
11809	generated
13618	human
8822	human
16006	generated
14374	human
5784	human
17092	human
3310	human
20133	generated
11127	human
447	human
7771	human
6039	human
12762	human
9770	generated
7284	generated
8062	human
8608	generated
8797	human
5667	human
180	human
3528	human
16711	human
5814	human
251	generated
19833	generated
2602	human
16570	generated
18822	generated
8034	human
20232	human
4165	human
3616	human
19810	generated
3725	human
20041	generated
10274	human
19010	human
1163	human
6153	human
7854	human
17265	human
17642	generated
12776	human
6024	human
19431	generated
5566	human
6848	human
15801	human
13572	human
14974	generated
7403	human
2090	human
11429	human
5861	human
8375	human
1642	human
7944	human
2277	human
7719	human
17775	generated
7277	human
4021	human
1205	human
18296	human
14993	human
14104	generated
4739	human
15255	generated
12490	human
14131	generated
11677	human
9185	human
13197	human
10952	generated
8099	human
4877	human
1328	human
13660	generated
8882	human
7751	human
3394	generated
8195	generated
5864	generated
17853	generated
10596	generated
9754	human
14261	human
19697	human
16932	human
13751	human
19654	generated
5689	generated
15554	human
10961	human
8688	generated
4496	human
20299	human
16159	generated
14009	human
15619	human
1052	human
11121	human
14634	human
8604	human
6417	human
20215	generated
8271	generated
12985	human
10480	human
3277	human
322	human
12140	generated
12860	generated
383	human
13996	human
12052	human
18798	generated
10275	human
17636	human
9704	human
7836	human
10882	human
12292	human
4973	human
1337	human
10157	human
16257	human
14121	human
12055	generated
6271	human
19565	generated
3752	human
11361	human
1572	human
1006	human
18212	human
19764	generated
2392	human
18090	generated
17632	generated
15864	generated
20076	generated
7638	human
1202	human
7115	human
9711	human
19959	generated
3334	generated
8896	human
13458	human
4413	human
18369	human
16297	human
5893	human
16760	human
13073	generated
15956	generated
8035	generated
4630	human
20140	human
5337	generated
980	human
1599	generated
19130	human
5022	human
6020	human
3282	human
11747	human
6733	human
4156	human
1182	human
6741	human
9092	human
17881	generated
2767	human
15673	human
7922	human
10907	human
9191	human
720	human
14720	generated
1077	human
1768	generated
16626	human
15103	human
16986	generated
2448	human
8776	human
7580	human
15227	human
15808	human
14564	human
17688	human
326	human
9892	generated
7303	generated
15683	human
2992	human
7703	human
8936	human
19236	generated
15977	generated
2878	human
4336	generated
8513	human
16739	human
20188	human
18890	generated
12959	human
7333	human
16860	human
17720	human
13726	human
16837	generated
12915	human
15232	generated
31	human
7752	generated
16972	human
18335	human
7947	generated
17460	human
17225	human
8114	human
10289	generated
928	human
16108	human
3421	human
3274	human
9391	generated
2026	human
8478	human
10227	human
14103	human
11418	human
13079	human
127	human
11716	generated
9880	human
17199	human
2388	generated
17451	human
3230	generated
14681	human
11743	human
16833	generated
2898	human
3609	human
3617	human
6325	human
247	generated
3703	human
14517	human
12331	human
5671	human
3699	generated
13539	human
6062	human
4520	human
9466	human
4984	generated
4672	human
11793	human
15276	generated
4032	human
13172	human
14872	generated
14641	human
12480	human
13214	generated
12274	generated
5511	generated
19840	generated
718	human
16256	human
18666	generated
12827	human
11136	human
13588	human
19786	generated
8678	human
1456	human
13753	human
5923	human
2141	human
9778	generated
11958	human
10904	generated
2393	generated
2512	human
12621	human
11304	human
3844	generated
3798	human
5564	generated
3559	human
5960	generated
7664	generated
18400	human
18329	generated
2699	human
17202	human
8094	generated
12341	generated
4783	human
7100	human
6270	human
14227	human
10098	human
9936	human
115	human
6258	human
6315	human
19393	generated
7627	human
6165	human
15827	human
8254	human
2127	human
3341	human
8830	human
484	human
17420	human
16915	human
7185	human
2008	human
2608	human
3776	human
17519	generated
20235	human
13587	human
18132	generated
19839	human
5020	human
15270	human
4540	human
17170	human
341	human
10001	human
5090	human
17422	human
5098	human
14944	generated
313	human
15451	human
11741	human
2929	human
11892	human
8700	human
15557	human
7592	human
5654	human
18499	generated
4634	human
409	human
1580	human
12143	human
3503	human
6006	generated
16978	generated
19974	human
3623	generated
16812	human
15513	human
17825	generated
18390	generated
5348	generated
16004	human
16903	generated
17966	generated
5954	human
3800	human
18981	generated
2140	human
10657	human
6023	human
7247	human
7020	human
13083	human
3351	generated
1350	generated
15085	human
8352	human
7337	human
9872	generated
2412	generated
16823	human
13884	human
7459	human
10611	human
6687	generated
7662	human
8196	human
11733	human
15579	human
6433	human
6045	generated
3778	human
14345	human
3472	human
17099	human
9854	human
2117	human
17839	human
8233	generated
16056	human
6778	generated
18804	human
17768	generated
3887	human
9010	human
3934	human
6670	generated
11663	human
1398	human
12639	generated
17790	generated
2265	human
4194	human
408	human
11376	human
19909	generated
8116	human
16160	human
9579	human
17603	generated
7298	human
12829	generated
11717	human
12227	generated
4693	human
11558	human
19322	generated
19432	generated
17711	generated
18636	generated
19694	human
3035	human
3024	human
7317	human
5116	generated
18990	human
13164	generated
16414	human
265	human
3002	generated
8350	human
3498	generated
18154	generated
7466	generated
6415	generated
9418	generated
17556	human
4436	human
12571	human
1534	human
2300	human
8506	generated
14726	generated
3434	human
15425	human
6136	human
695	human
15382	human
9400	human
14084	generated
10943	human
7061	human
12609	human
11497	human
10408	human
10679	human
10418	generated
5460	human
9690	human
5306	generated
14668	generated
17767	generated
15519	human
139	generated
8922	human
2084	human
3388	human
16771	human
9403	human
14963	generated
2115	human
5665	human
3468	generated
19670	generated
2250	human
10560	human
5561	generated
16840	human
3505	human
11886	generated
17133	human
16301	generated
1288	human
3910	human
14624	generated
9668	human
3894	human
14816	human
12216	human
5518	human
4556	generated
3233	human
9380	human
13071	human
5117	human
17168	human
10507	human
18359	generated
19243	generated
6141	human
17384	generated
12558	human
6815	generated
7517	human
6891	generated
7801	human
14992	human
18686	generated
16631	human
15923	generated
6532	human
7438	human
210	human
19224	generated
20229	generated
16498	generated
8242	human
19249	generated
5236	human
8489	generated
424	human
13302	generated
10224	human
17904	generated
19154	human
6896	human
7051	human
19597	generated
10792	human
20012	generated
7222	human
327	human
11253	human
9468	human
2676	human
7786	generated
16144	human
88	human
6421	human
4678	human
4252	human
3755	human
10843	generated
6717	human
1056	human
4706	human
1084	human
2638	human
18033	generated
2195	human
5537	human
4580	human
7107	generated
8025	human
18870	human
8109	human
4688	generated
4843	generated
5792	human
3425	human
17472	generated
4767	human
11318	human
3473	human
1475	human
5199	human
15720	human
19608	human
9086	generated
6536	human
13836	human
14331	generated
8935	human
2483	human
2616	human
11388	human
3211	human
20256	generated
14655	human
11311	human
2781	human
221	human
20291	human
8829	generated
15487	generated
4337	human
10614	generated
11662	human
499	human
9452	generated
1227	generated
5277	human
15135	human
8028	human
8380	human
8858	human
19485	human
6482	human
14840	human
5848	human
6067	human
15273	generated
7428	human
466	human
59	human
9975	human
1297	human
3572	generated
4909	human
3682	generated
2119	human
1632	human
7474	human
12751	human
10946	human
2937	human
1911	human
1346	generated
2323	human
878	human
17217	human
8359	human
15303	human
18875	human
15665	human
9512	human
1530	human
11840	human
14499	human
3226	human
4296	human
4743	generated
5863	human
4972	generated
16246	human
2207	generated
200	human
17884	generated
15555	human
14076	generated
8137	human
6061	human
9119	human
4449	human
18529	human
898	human
19617	human
10669	human
8103	human
11863	generated
20339	generated
5503	human
14450	generated
1092	human
12899	generated
6164	human
8703	human
2325	human
9113	generated
14560	generated
19988	human
17922	generated
3168	human
11977	human
6491	generated
15237	human
17386	generated
6492	human
19202	human
5925	human
2171	human
1604	generated
15491	human
12247	generated
11548	human
12475	human
8952	human
8522	human
3919	human
18156	human
9250	human
16178	human
19828	generated
3488	human
12457	human
11883	human
1282	human
16809	human
6075	generated
17936	human
5170	human
7220	human
18495	generated
1788	human
5412	human
8937	human
9585	human
9913	human
1692	human
7884	human
8981	human
15308	human
9792	human
11208	human
11844	human
13933	human
8835	human
15322	human
18614	human
15115	generated
17643	human
8673	human
11888	human
7068	human
1114	human
6557	human
1981	human
11320	human
15880	human
16003	generated
5905	human
8570	generated
19727	human
19437	generated
18428	generated
3265	human
5714	human
6301	human
12266	human
16738	generated
7983	generated
2848	human
1427	human
14780	generated
10087	human
19088	human
3652	human
2457	human
1258	generated
18065	generated
14470	human
16924	human
13728	human
16046	human
17799	generated
273	generated
12131	human
5354	human
2153	generated
8769	human
19728	generated
20253	generated
18408	human
16088	human
16913	generated
1063	human
16094	human
4842	human
18593	generated
18006	generated
15732	human
20105	human
20110	human
13175	human
17718	human
16870	human
17549	human
5862	human
5833	human
19520	human
3142	human
12220	generated
3125	human
11715	human
19922	human
10769	human
18701	human
17963	generated
16109	human
9734	human
1493	generated
2622	human
3529	generated
12092	human
11961	generated
5749	human
15659	generated
13111	human
14736	generated
6534	human
2533	generated
20349	generated
15502	human
8319	generated
423	human
10885	human
19275	human
257	generated
9626	human
18034	human
9800	human
19916	generated
16617	generated
11811	human
16640	human
16740	human
3948	human
11678	human
14116	human
8957	human
2797	human
9162	human
9467	generated
11583	human
17477	human
346	generated
10867	human
19537	generated
3011	generated
11610	human
12785	generated
18423	generated
2826	human
4824	human
6504	human
9016	human
19116	generated
9396	generated
1606	human
14395	human
5290	human
18591	generated
4609	human
3287	human
4744	human
18785	human
7713	human
8178	human
10705	generated
17445	human
20130	generated
19563	human
13864	human
17031	human
4751	human
18220	human
8262	generated
103	human
13485	human
14432	human
18284	human
20090	human
15774	human
2334	human
3698	human
4848	human
8318	human
15652	generated
6119	human
15430	human
13642	human
13943	human
2235	human
10645	human
2904	human
9571	human
12428	human
3843	human
6950	human
5035	human
13498	human
3068	human
5549	human
11068	human
14724	human
11297	human
12088	human
12049	human
10782	generated
19612	generated
2150	generated
16143	human
57	human
13497	generated
19771	human
7094	human
5736	generated
9214	human
1535	human
459	human
9315	human
16059	human
20247	human
4143	human
7038	human
10133	human
10019	generated
8552	generated
2346	human
18559	human
6225	human
6586	human
9070	human
16070	generated
4902	human
18709	human
15326	human
18735	human
13119	generated
17697	generated
9861	generated
8409	human
4148	human
16602	generated
13352	human
379	human
10387	human
10035	human
4058	human
7149	human
17898	generated
9857	generated
13480	generated
12981	generated
3753	human
16502	human
9816	generated
7559	generated
9495	generated
649	human
10422	human
20274	human
13263	human
2145	human
18457	generated
19864	human
16649	human
911	generated
4189	generated
8599	human
13883	human
12754	generated
9014	generated
2753	human
18213	human
12295	generated
18718	human
11264	human
13049	human
14953	human
6357	generated
11903	generated
15890	human
17783	generated
7451	human
1901	human
6551	human
14141	generated
3210	human
17937	human
6735	generated
4788	human
19545	human
14477	human
2312	human
5250	human
19034	generated
1994	human
6695	human
12303	generated
2578	human
18653	generated
9758	human
17572	generated
9332	human
7316	human
9532	human
15815	generated
15364	generated
2748	generated
7125	human
8097	human
18124	generated
2862	human
5605	generated
7516	human
16933	generated
8739	generated
8972	generated
19919	human
16535	human
3886	generated
14293	human
2351	human
5754	generated
17852	generated
14371	human
8054	human
16710	generated
5742	human
3	generated
16768	human
12842	generated
3023	human
10772	human
11518	human
13816	human
17348	human
344	human
8063	human
18916	human
3461	human
4226	generated
12283	human
10777	generated
16727	human
17580	generated
19750	generated
19871	generated
8614	human
9773	human
19674	human
42	generated
12456	generated
11107	human
1522	human
6955	human
10884	human
17576	generated
795	human
17448	human
11756	human
15828	human
18007	generated
14315	human
15203	human
16248	generated
11139	human
4740	human
1807	generated
16586	generated
3794	human
12570	human
3784	human
6074	human
46	human
20197	human
4101	human
5685	human
17246	generated
6442	human
10101	human
7109	human
19364	generated
18415	generated
5018	human
11444	generated
5996	human
10446	generated
19106	generated
13290	human
3393	human
13225	human
3000	human
15506	human
8574	human
6650	human
2968	generated
9545	human
1815	human
3302	human
16846	human
17431	human
2133	generated
19232	generated
14746	human
16410	human
16010	human
11200	generated
5572	human
10873	generated
13163	human
1862	human
4985	generated
9303	human
2450	human
10110	human
19986	generated
8364	human
6384	human
1261	human
4015	human
12603	human
16060	human
7809	generated
19677	human
6478	human
15173	generated
19719	generated
3429	human
12068	human
5999	generated
3470	human
18841	human
6769	human
18695	human
10879	generated
18493	human
708	generated
8875	generated
4149	generated
10995	human
9801	human
2915	human
688	human
14097	human
16606	generated
4285	human
3458	human
18389	human
3739	human
15145	human
2519	generated
12642	generated
11604	human
2414	human
4572	human
9639	generated
18903	generated
14440	human
4205	human
4049	human
14004	human
18612	generated
17116	human
17710	generated
7346	human
17389	human
13815	human
8731	generated
644	human
11541	human
16259	human
12596	human
13294	human
18382	human
4160	human
19788	human
8843	generated
16683	human
18018	generated
19380	human
13463	human
12507	generated
7808	human
9000	human
8144	human
11067	human
9012	generated
6874	human
12524	human
4325	human
2267	human
19971	human
11378	human
2879	generated
1430	human
17390	human
4279	human
11899	human
6599	human
18168	human
18700	generated
323	human
18010	generated
12238	generated
13601	human
2859	human
4074	human
16709	generated
2703	human
2221	generated
19460	generated
10440	generated
16447	human
13430	human
15470	generated
13367	human
6595	human
3509	human
10801	generated
6235	human
12083	human
15117	human
7344	generated
8268	generated
10810	human
13800	human
8337	human
16435	human
3043	generated
4034	human
5217	human
3633	human
12090	human
8878	generated
14808	human
7007	human
15953	human
15065	generated
2189	human
10594	human
18193	human
19160	human
5992	human
668	human
1162	human
18927	generated
5195	human
18960	human
20137	generated
4388	human
5379	human
6688	generated
5512	human
1747	generated
17816	generated
431	human
11597	human
11622	generated
9115	generated
14951	generated
17593	generated
5934	human
2678	human
7591	human
1355	human
12412	human
17908	human
16293	human
8541	human
3649	human
20112	generated
9664	generated
10899	human
12798	human
5059	human
15904	human
18053	generated
11198	generated
2930	human
6959	human
6649	human
11020	generated
563	human
7882	human
2501	human
1712	human
16791	human
10525	generated
8668	generated
1419	generated
17757	generated
7772	human
4048	human
826	generated
2319	human
6422	human
15645	human
1968	human
4351	human
16251	generated
290	human
11488	human
4110	human
16307	human
14088	human
17763	human
19829	human
18143	generated
9647	generated
3208	human
10722	human
4755	human
15154	human
17151	human
640	human
293	human
20373	human
2946	human
8582	human
9453	human
482	human
2621	generated
16384	human
15581	human
13249	human
16642	human
9997	generated
20205	human
16691	human
6863	human
7110	human
4625	human
16174	human
5165	generated
17872	generated
18800	generated
17183	human
15013	human
1704	human
16731	human
3669	human
16025	human
16495	human
15123	human
977	human
10958	human
11617	human
18542	generated
621	human
7551	human
3335	generated
11218	human
13661	human
4546	human
6842	human
1153	human
9994	human
9938	generated
11495	human
16875	human
9068	human
17149	generated
3702	human
655	human
586	generated
8153	human
16430	human
17392	human
4068	human
20288	human
8336	human
16131	generated
19616	generated
9750	human
9630	generated
8550	human
20000	generated
16057	human
11073	human
14968	generated
3169	human
18999	human
6641	human
13344	human
20025	generated
6259	human
852	human
6880	human
467	human
7223	human
15297	human
11564	human
4610	generated
18936	generated
7576	human
12522	human
14752	human
2308	human
15199	human
3171	human
4527	generated
16492	human
736	human
5711	human
9696	human
2754	human
18844	human
14018	human
9755	human
450	human
11760	human
15964	generated
4525	human
16136	human
7908	human
3386	human
17951	generated
17226	human
15957	human
5587	generated
15489	human
14982	generated
13144	generated
12577	human
6178	generated
2380	human
1144	human
10455	human
12554	human
13126	human
19686	human
4309	human
10608	human
8246	human
9645	generated
15142	generated
3926	human
12164	generated
4193	human
41	human
18104	generated
18131	generated
20208	generated
13903	human
12138	human
18300	generated
10572	human
2034	human
1123	human
15481	human
9040	human
20005	generated
9020	human
15370	human
13740	generated
1347	human
9393	human
9708	generated
14379	human
2270	human
16382	human
15653	generated
5762	human
9534	human
14738	human
16067	generated
10790	human
35	human
17238	human
4170	human
11603	human
13838	generated
705	human
4547	human
14627	generated
17997	human
3106	human
4347	human
8213	human
14151	human
19030	generated
17139	human
14467	human
3352	generated
9440	human
12896	human
7040	human
2002	human
18246	generated
4983	human
4884	human
7405	human
18632	generated
4387	human
17244	human
7157	human
12624	human
3978	human
6501	human
2635	human
19880	generated
19942	generated
4119	human
14078	human
1866	human
10760	human
6712	human
15118	generated
16180	generated
15290	human
651	human
8496	human
7212	generated
19720	generated
5384	human
10132	generated
8387	human
11764	human
13387	human
17	human
14860	human
17423	generated
18683	human
5927	human
5825	human
3156	human
6829	human
16227	generated
20132	human
19736	human
647	human
8145	generated
5115	human
6549	human
1321	human
15931	human
10277	generated
1905	human
5380	generated
8517	human
15597	human
16529	generated
14883	human
13619	human
3947	human
11465	human
1429	human
3533	human
13595	human
217	human
13102	human
6138	generated
1396	human
13548	human
12268	generated
13431	human
12454	generated
1739	human
14936	human
3502	human
18625	human
12406	human
13314	generated
10078	generated
8886	human
17269	human
4702	human
17806	human
13934	human
3579	human
9592	generated
1838	generated
20196	generated
2579	human
9970	human
11507	human
11915	generated
17792	human
387	human
2583	human
3921	human
17664	generated
3511	human
1035	human
12550	generated
13897	human
841	human
7716	human
9895	generated
9430	human
14147	human
7353	human
18613	generated
13785	human
16069	human
5601	human
2458	human
5026	human
4115	human
3860	human
15667	human
13755	human
12384	human
7267	human
16697	human
12437	human
2065	human
4518	human
20363	generated
1444	human
13535	generated
1372	human
278	human
3912	human
10990	human
513	generated
11503	generated
8968	human
3248	human
10244	generated
16313	generated
9812	generated
2386	human
17913	generated
19217	human
4166	human
16327	human
9482	human
10011	generated
11807	generated
11993	human
13406	human
14313	human
8667	generated
10649	generated
6290	human
10670	generated
17186	human
14433	generated
8766	human
2361	human
11752	generated
5678	human
8918	human
8525	human
14445	human
7696	human
14934	generated
1705	human
10607	human
9178	generated
18105	generated
476	human
14709	human
14980	generated
2605	generated
7704	human
5635	human
13894	generated
6689	human
14239	generated
17509	generated
20355	human
12648	generated
4639	generated
2405	human
970	generated
12526	human
18332	generated
19935	human
18538	generated
13872	human
15045	human
5853	human
15127	human
16780	human
10168	human
4254	human
15473	generated
19274	generated
10927	human
20309	human
17893	generated
733	human
15108	human
14285	generated
19952	generated
2554	human
19012	human
15548	human
6248	human
8892	human
9270	human
14446	human
14994	human
10456	human
9262	human
4462	human
11917	human
8653	human
15348	human
8696	generated
3826	human
10933	generated
4463	human
3481	human
1441	human
10113	human
13005	generated
7103	human
5351	generated
6216	human
7453	human
14392	human
2408	human
13177	human
13112	generated
3100	human
11040	generated
4505	generated
10155	human
8013	generated
18744	human
10902	human
11165	human
11316	human
921	human
1086	generated
19140	generated
7191	human
13656	human
14999	human
15186	human
12495	generated
1362	human
14250	generated
11946	human
15460	generated
8237	human
2232	human
12038	human
10511	human
13954	human
9060	human
6876	human
19285	human
14183	generated
12727	generated
7660	human
5201	human
2129	generated
8999	human
3836	human
6427	human
15839	human
18581	human
3115	human
17349	generated
1383	human
17907	human
5047	human
11788	human
8474	generated
12687	human
18678	generated
9805	generated
169	human
11655	human
15269	human
18732	generated
5514	human
2534	human
5883	generated
15095	generated
17281	generated
12864	human
17565	generated
13039	generated
15518	human
13292	human
137	human
7588	human
19185	generated
16129	human
2885	generated
19647	generated
18292	generated
6051	human
5225	generated
13698	generated
12925	human
8481	generated
15550	human
7648	generated
11489	human
3315	human
7201	human
17836	human
10926	generated
1397	human
12066	human
10784	human
9395	human
4832	generated
14268	human
8206	human
8020	human
10584	human
14144	human
6309	human
6114	generated
16957	human
10315	human
6428	human
19055	generated
13958	generated
2085	human
11842	human
16816	human
4794	human
2766	human
10004	human
13905	human
9071	human
8814	human
6730	generated
6210	generated
13260	human
8866	human
8969	human
4819	human
9213	generated
9421	generated
6244	generated
3485	human
16714	human
10639	human
10385	generated
13603	human
714	human
12777	human
17540	human
13034	generated
14704	human
4504	human
13068	human
18490	human
6517	generated
6	generated
19057	generated
15637	human
4484	generated
9362	human
5203	generated
20258	generated
14739	human
15335	human
5570	generated
19376	human
2794	generated
8801	human
12135	generated
4072	human
10107	generated
15187	generated
13835	human
19570	human
1023	generated
5472	generated
16085	human
5259	human
10336	generated
17010	human
14111	human
7717	human
10360	human
15545	human
14508	human
19601	generated
11535	human
13361	human
4013	human
11828	human
12553	human
13259	human
18149	human
10323	generated
2111	human
7745	human
19233	generated
16830	generated
13243	generated
17620	human
19212	human
4472	human
19625	generated
13676	human
558	human
9939	generated
4667	human
5764	human
18897	generated
4168	human
13684	generated
3821	human
7800	human
12626	generated
19990	human
10126	human
7150	generated
4847	human
8773	human
13063	human
11263	generated
5800	human
8214	human
1470	human
9806	human
8591	generated
2796	human
5436	human
18079	human
18514	generated
12032	human
12114	human
14102	human
19675	human
8192	generated
12672	human
9934	human
7568	human
18789	human
2252	human
6734	human
12203	human
1869	human
6390	human
9853	generated
12953	generated
9100	generated
2698	human
14132	human
1199	human
3376	human
3519	human
1277	human
8064	human
16999	human
4097	human
715	human
1670	human
6602	human
17280	human
20111	generated
11063	human
361	human
7294	human
19287	generated
6113	human
19958	human
7153	human
4816	human
17446	human
20081	generated
2724	human
16578	human
16989	human
3366	generated
11072	human
17599	human
10761	human
8889	human
1157	generated
5143	human
16431	generated
16083	human
3242	generated
460	human
7434	generated
7015	human
19691	human
291	generated
14412	human
11307	human
5207	human
16693	generated
13791	human
7047	human
4338	human
6369	human
3405	human
5847	human
10615	generated
13710	human
4128	human
3207	human
18026	human
3635	human
17729	human
14588	human
5787	human
17910	generated
900	human
2279	human
13460	human
5135	human
5168	human
14238	human
13789	human
259	human
11201	human
19762	human
16302	generated
10727	human
16179	generated
230	generated
8900	human
10021	human
18928	human
8164	human
6919	human
11176	human
10156	generated
19576	generated
16550	human
14428	human
12008	human
2856	human
7356	human
17639	generated
5076	human
6847	human
10863	generated
17691	generated
6577	human
16853	generated
15015	human
2626	human
3710	human
9489	human
16278	human
11330	human
6241	human
8958	generated
16501	human
16533	human
16844	human
5377	human
12872	human
10665	human
2714	human
5887	human
3571	human
13875	generated
11364	generated
6306	human
10747	human
18094	generated
19564	human
3105	generated
13713	generated
6613	human
10835	human
16151	human
16721	human
14857	generated
18756	generated
19680	generated
6871	human
10120	human
4577	human
12498	human
7101	human
19142	human
1957	human
487	human
10919	human
4461	human
11337	human
4779	human
10184	generated
14620	human
15648	human
13297	human
17220	human
5916	generated
13021	human
9717	human
14515	human
14785	human
4197	human
